2023-12-23 00:31:18.688,9128283H1,TRSY2,1000000
2023-12-23 00:31:18.688,9128283H1,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.688,9128283H1,TRSY1,3000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.688,9128283H1,TRSY1,3000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.688,9128283H1,TRSY1,3000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.688,9128283H1,TRSY1,2000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.689,9128283H1,TRSY1,2000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.689,9128283H1,TRSY1,2000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.689,9128283H1,TRSY1,5000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.689,9128283H1,TRSY1,5000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.689,9128283H1,TRSY1,5000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.689,9128283H1,TRSY1,4000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.689,9128283H1,TRSY1,4000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.689,9128283H1,TRSY1,4000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.689,9128283H1,TRSY1,7000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.690,9128283H1,TRSY1,7000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.690,9128283H1,TRSY1,7000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.690,9128283H1,TRSY1,6000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.690,9128283H1,TRSY1,6000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.690,9128283H1,TRSY1,6000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.690,9128283H1,TRSY1,9000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.690,9128283H1,TRSY1,9000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.691,9128283H1,TRSY1,9000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.691,9128283H1,TRSY1,8000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.691,9128283H1,TRSY1,8000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.691,9128283H1,TRSY1,8000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.691,9128283H1,TRSY1,11000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.691,9128283H1,TRSY1,11000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.691,9128283H1,TRSY1,11000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.691,9128283H1,TRSY1,10000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.691,9128283H1,TRSY1,10000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.692,9128283H1,TRSY1,10000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.692,9128283H1,TRSY1,13000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.692,9128283H1,TRSY1,13000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.692,9128283H1,TRSY1,13000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.692,9128283H1,TRSY1,12000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.692,9128283H1,TRSY1,12000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.692,9128283H1,TRSY1,12000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.693,9128283H1,TRSY1,15000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.693,9128283H1,TRSY1,15000000,TRSY2,0,TRSY3,-1000000
2023-12-23 00:31:18.693,9128283H1,TRSY1,15000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.693,9128283H1,TRSY1,14000000,TRSY2,0,TRSY3,0
2023-12-23 00:31:18.693,9128283H1,TRSY1,14000000,TRSY2,1000000,TRSY3,0
2023-12-23 00:31:18.693,9128283H1,TRSY1,14000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.693,9128283H1,TRSY1,17000000,TRSY2,1000000,TRSY3,-1000000
2023-12-23 00:31:18.693,9128283H1,TRSY1,17000000,TRSY2,0,TRSY3,-1000000
