2023-12-24 19:03:59.218,9128283H1,98-315,1000000,2000000,BID,99-001,1000000,2000000,OFFER
2023-12-24 19:03:59.218,9128283H1,98-316,2000000,4000000,BID,99-002,2000000,4000000,OFFER
2023-12-24 19:03:59.219,9128283H1,98-317,1000000,2000000,BID,99-003,1000000,2000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-001,2000000,4000000,BID,99-003,2000000,4000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-001,1000000,2000000,BID,99-005,1000000,2000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-003,2000000,4000000,BID,99-005,2000000,4000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-003,1000000,2000000,BID,99-007,1000000,2000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-005,2000000,4000000,BID,99-007,2000000,4000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-005,1000000,2000000,BID,99-011,1000000,2000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-006,2000000,4000000,BID,99-012,2000000,4000000,OFFER
2023-12-24 19:03:59.219,9128283H1,99-007,1000000,2000000,BID,99-013,1000000,2000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-010,2000000,4000000,BID,99-01+,2000000,4000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-011,1000000,2000000,BID,99-015,1000000,2000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-013,2000000,4000000,BID,99-015,2000000,4000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-013,1000000,2000000,BID,99-017,1000000,2000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-015,2000000,4000000,BID,99-017,2000000,4000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-016,1000000,2000000,BID,99-020,1000000,2000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-017,2000000,4000000,BID,99-021,2000000,4000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-020,1000000,2000000,BID,99-022,1000000,2000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-021,2000000,4000000,BID,99-023,2000000,4000000,OFFER
2023-12-24 19:03:59.220,9128283H1,99-021,1000000,2000000,BID,99-025,1000000,2000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-022,2000000,4000000,BID,99-026,2000000,4000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-023,1000000,2000000,BID,99-027,1000000,2000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-02+,2000000,4000000,BID,99-030,2000000,4000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-026,1000000,2000000,BID,99-030,1000000,2000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-026,2000000,4000000,BID,99-032,2000000,4000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-030,1000000,2000000,BID,99-032,1000000,2000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-030,2000000,4000000,BID,99-03+,2000000,4000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-032,1000000,2000000,BID,99-03+,1000000,2000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-032,2000000,4000000,BID,99-036,2000000,4000000,OFFER
2023-12-24 19:03:59.221,9128283H1,99-033,1000000,2000000,BID,99-037,1000000,2000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-035,2000000,4000000,BID,99-037,2000000,4000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-036,1000000,2000000,BID,99-040,1000000,2000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-037,2000000,4000000,BID,99-041,2000000,4000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-040,1000000,2000000,BID,99-042,1000000,2000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-041,2000000,4000000,BID,99-043,2000000,4000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-041,1000000,2000000,BID,99-045,1000000,2000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-043,2000000,4000000,BID,99-045,2000000,4000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-04+,1000000,2000000,BID,99-046,1000000,2000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-045,2000000,4000000,BID,99-047,2000000,4000000,OFFER
2023-12-24 19:03:59.222,9128283H1,99-045,1000000,2000000,BID,99-051,1000000,2000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-046,2000000,4000000,BID,99-052,2000000,4000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-047,1000000,2000000,BID,99-053,1000000,2000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-051,2000000,4000000,BID,99-053,2000000,4000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-052,1000000,2000000,BID,99-05+,1000000,2000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-053,2000000,4000000,BID,99-055,2000000,4000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-05+,1000000,2000000,BID,99-056,1000000,2000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-055,2000000,4000000,BID,99-057,2000000,4000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-056,1000000,2000000,BID,99-060,1000000,2000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-057,2000000,4000000,BID,99-061,2000000,4000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-060,1000000,2000000,BID,99-062,1000000,2000000,OFFER
2023-12-24 19:03:59.223,9128283H1,99-061,2000000,4000000,BID,99-063,2000000,4000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-061,1000000,2000000,BID,99-065,1000000,2000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-062,2000000,4000000,BID,99-066,2000000,4000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-063,1000000,2000000,BID,99-067,1000000,2000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-065,2000000,4000000,BID,99-067,2000000,4000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-065,1000000,2000000,BID,99-071,1000000,2000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-067,2000000,4000000,BID,99-071,2000000,4000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-067,1000000,2000000,BID,99-073,1000000,2000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-071,2000000,4000000,BID,99-073,2000000,4000000,OFFER
2023-12-24 19:03:59.224,9128283H1,99-071,1000000,2000000,BID,99-075,1000000,2000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-072,2000000,4000000,BID,99-076,2000000,4000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-073,1000000,2000000,BID,99-077,1000000,2000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-07+,2000000,4000000,BID,99-080,2000000,4000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-075,1000000,2000000,BID,99-081,1000000,2000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-077,2000000,4000000,BID,99-081,2000000,4000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-077,1000000,2000000,BID,99-083,1000000,2000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-081,2000000,4000000,BID,99-083,2000000,4000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-082,1000000,2000000,BID,99-08+,1000000,2000000,OFFER
2023-12-24 19:03:59.225,9128283H1,99-083,2000000,4000000,BID,99-085,2000000,4000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-08+,1000000,2000000,BID,99-086,1000000,2000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-085,2000000,4000000,BID,99-087,2000000,4000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-085,1000000,2000000,BID,99-091,1000000,2000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-087,2000000,4000000,BID,99-091,2000000,4000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-087,1000000,2000000,BID,99-093,1000000,2000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-090,2000000,4000000,BID,99-09+,2000000,4000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-092,1000000,2000000,BID,99-09+,1000000,2000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-093,2000000,4000000,BID,99-095,2000000,4000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-09+,1000000,2000000,BID,99-096,1000000,2000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-095,2000000,4000000,BID,99-097,2000000,4000000,OFFER
2023-12-24 19:03:59.226,9128283H1,99-095,1000000,2000000,BID,99-101,1000000,2000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-097,2000000,4000000,BID,99-101,2000000,4000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-100,1000000,2000000,BID,99-102,1000000,2000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-101,2000000,4000000,BID,99-103,2000000,4000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-101,1000000,2000000,BID,99-105,1000000,2000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-102,2000000,4000000,BID,99-106,2000000,4000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-10+,1000000,2000000,BID,99-106,1000000,2000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-10+,2000000,4000000,BID,99-110,2000000,4000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-105,1000000,2000000,BID,99-111,1000000,2000000,OFFER
2023-12-24 19:03:59.227,9128283H1,99-107,2000000,4000000,BID,99-111,2000000,4000000,OFFER
2023-12-24 19:03:59.228,9128283H1,99-110,1000000,2000000,BID,99-112,1000000,2000000,OFFER
2023-12-24 19:03:59.228,9128283H1,99-111,2000000,4000000,BID,99-113,2000000,4000000,OFFER
2023-12-24 19:03:59.228,9128283H1,99-112,1000000,2000000,BID,99-11+,1000000,2000000,OFFER
2023-12-24 19:03:59.228,9128283H1,99-112,2000000,4000000,BID,99-116,2000000,4000000,OFFER
2023-12-24 19:03:59.228,9128283H1,99-113,1000000,2000000,BID,99-117,1000000,2000000,OFFER
2023-12-24 19:03:59.228,9128283H1,99-115,2000000,4000000,BID,99-117,2000000,4000000,OFFER
